Id,Name,External_Id__c,OrderApi__Receipt__c,OrderApi__Activation_Date__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice_Balance_Due__c,OrderApi__Invoice_Customer_Link__c,OrderApi__Invoice_Due_Date__c,OrderApi__Invoice__c,OrderApi__Is_Refund__c,OrderApi__Is_Renewal__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Receipt_Line__c,OrderApi__Contact__c,OrderApi__Invoice_Line__c,OrderApi__EPayment_Line__c,OrderApi__Foreign_Key__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Sales_Order_Line__c,OrderApi__Item_Name__c,OrderApi__Sales_Order__c,Source_Code__c,OrderApi__Receipt__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,OrderApi__Receipt_Line__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a1D4W0000061uvJUAQ,0000001374,44,a1E4W00000DtYBiUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Lunch,0,true,,1,0,BECKENHAM,Elijah Curtis,United Kingdom,BR3 3HL,,125  STANHOPE GROVE,,,0,false,0,0,false,,0034W00002DpogQQAR,,,,,,,,,436,FON-International Association,a104W00000G3d1EQAR,,,,,,,,249,,,,
a1D4W0000061uvKUAQ,0000001375,45,a1E4W00000DtYBjUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGhQAO,a154W00000926SGQAY,Member Registration 2014 Conference,200,true,,1,200,New Orleans,Ricardo Norris,United States,70112,Louisiana,353 Baronne St,,,200,false,0,200,false,,0034W00002DpogSQAR,,,,,,,,,437,FON-International Association,a104W00000G3d1EQAR,,130,417,,,,,251,,,,
a1D4W0000061uvLUAQ,0000001376,46,a1E4W00000DtYBjUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 3: Round Table,0,true,,1,0,New Orleans,Ricardo Norris,United States,70112,Louisiana,353 Baronne St,,,0,false,0,0,false,,0034W00002DpogSQAR,,,,,,,,,437,FON-International Association,a104W00000G3d1EQAR,,,,,,,,251,,,,
a1D4W0000061uvMUAQ,0000001377,47,a1E4W00000DtYBjUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926RzQAI,Session 4a: Building Successful Teams,0,true,,1,0,New Orleans,Ricardo Norris,United States,70112,Louisiana,353 Baronne St,,,0,false,0,0,false,,0034W00002DpogSQAR,,,,,,,,,437,FON-International Association,a104W00000G3d1EQAR,,131,560,,,,,251,,,,
a1D4W0000061uvNUAQ,0000001378,48,a1E4W00000DtYBjUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926SBQAY,Networking Breakfast,15,true,,1,15,New Orleans,Ricardo Norris,United States,70112,Louisiana,353 Baronne St,,,15,false,0,15,false,,0034W00002DpogSQAR,,,,,,,,,437,FON-International Association,a104W00000G3d1EQAR,,131,598,,,,,251,,,,
a1D4W0000061uvOUAQ,0000001379,49,a1E4W00000DtYBjUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S6QAI,Season 6: A Step Ahead: Anticipating Change,0,true,,1,0,New Orleans,Ricardo Norris,United States,70112,Louisiana,353 Baronne St,,,0,false,0,0,false,,0034W00002DpogSQAR,,,,,,,,,437,FON-International Association,a104W00000G3d1EQAR,,131,600,,,,,251,,,,
a1D4W0000061uvPUAQ,0000001380,50,a1E4W00000DtYBjUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S7QAI,Season 7a: Maximizing ROI,0,true,,1,0,New Orleans,Ricardo Norris,United States,70112,Louisiana,353 Baronne St,,,0,false,0,0,false,,0034W00002DpogSQAR,,,,,,,,,437,FON-International Association,a104W00000G3d1EQAR,,131,602,,,,,251,,,,
a1D4W0000061uvQUAQ,0000001381,51,a1E4W00000DtYBjUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S3QAI,Season 7b: Minimizing Conflict in High Stress Situations,0,true,,1,0,New Orleans,Ricardo Norris,United States,70112,Louisiana,353 Baronne St,,,0,false,0,0,false,,0034W00002DpogSQAR,,,,,,,,,437,FON-International Association,a104W00000G3d1EQAR,,131,603,,,,,251,,,,
a1D4W0000061uvRUAQ,0000001382,52,a1E4W00000DtYBjUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926SDQAY,Closing Keynote,0,true,,1,0,New Orleans,Ricardo Norris,United States,70112,Louisiana,353 Baronne St,,,0,false,0,0,false,,0034W00002DpogSQAR,,,,,,,,,437,FON-International Association,a104W00000G3d1EQAR,,131,639,,,,,251,,,,
a1D4W0000061uvSUAQ,0000001383,53,a1E4W00000DtYBjUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926SCQAY,Golf Tournament,175,true,,1,175,New Orleans,Ricardo Norris,United States,70112,Louisiana,353 Baronne St,,,175,false,0,175,false,,0034W00002DpogSQAR,,,,,,,,,437,FON-International Association,a104W00000G3d1EQAR,,131,640,,,,,251,,,,
a1D4W0000061v09UAA,0000001674,54,a1E4W00000DtYCuUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Show off your association pride by sponsoring our annual conference at the gold level.,0,true,,1,10000,Arlington,Bob Kelley,United States,22201,Virginia,932 N Kenmore St,,,10000,false,0,10000,false,,0034W00002DpodbQAB,,,,,,,,,33,FON-International Association,a104W00000G3d1EQAR,,,,,,,,272,,,,
a1D4W0000061v0AUAQ,0000001675,55,a1E4W00000DtYCvUAN,2013-11-01,true,a0o4W00000M5SknQAF,true,2014-10-31,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,Chicago,Milton Pena,United States,60640,Illinois,1507 W Sunnyside Ave,,,2500,false,0,2500,false,,0034W00002Dpog3QAB,,,,,,,,,34,FON-International Association,a104W00000G3d1EQAR,,159,648,,,,,239,,,,
a1D4W0000061v0BUAQ,0000001676,56,a1E4W00000DtYCvUAN,2013-11-01,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Chicago,Milton Pena,United States,60640,Illinois,1507 W Sunnyside Ave,,,0,false,0,0,false,,0034W00002Dpog3QAB,,,,,,,,,34,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,239,,,,
a1D4W0000061v0CUAQ,0000001677,57,a1E4W00000DtYCvUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Chicago,Milton Pena,United States,60640,Illinois,1507 W Sunnyside Ave,,,0,false,0,0,false,,0034W00002Dpog3QAB,,,,,,,,,34,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,239,,,,
a1D4W0000061v0DUAQ,0000001678,58,a1E4W00000DtYCwUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,a154W00000926SSQAY,Show off your association pride by sponsoring our annual conference at the bronze level.,5000,true,,1,5000,N Flat Rock,Lily Lindsey,United States,48134,Michigan,28305 Sheeks Blvd,,,5000,false,0,5000,false,,0034W00002DpocZQAR,,,,,,,,,35,FON-International Association,a104W00000G3d1EQAR,,,684,,,,,244,,,,
a1D4W0000061v0EUAQ,0000001679,59,a1E4W00000DtYCxUAN,2014-08-10,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGNQA4,a154W00000926RkQAI,Company Membership,5000,true,,1,0,BECKENHAM,Cory Shaw,United Kingdom,BR3 4NP,,32  ALLEN ROAD,,,0,false,0,0,false,,0034W00002DpogCQAR,,,,,,,,,36,FON-International Association,a104W00000G3d1EQAR,,159,649,,,,,162,,,,
a1D4W0000061v0FUAQ,0000001680,60,a1E4W00000DtYCxUAN,2014-08-10,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,BECKENHAM,Cory Shaw,United Kingdom,BR3 4NP,,32  ALLEN ROAD,,,0,false,0,0,false,,0034W00002DpogCQAR,,,,,,,,,36,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,162,,,,
a1D4W0000061v0GUAQ,0000001681,61,a1E4W00000DtYCxUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,BECKENHAM,Cory Shaw,United Kingdom,BR3 4NP,,32  ALLEN ROAD,,,0,false,0,0,false,,0034W00002DpogCQAR,,,,,,,,,36,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,162,,,,
a1D4W0000061v0HUAQ,0000001682,62,a1E4W00000DtYCyUAN,2014-08-03,true,a0o4W00000M5SknQAF,true,2114-08-03,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,BROMLEY,Caroline Perkins,United Kingdom,BR1 2QA,,45A  SUNDRIDGE AVENUE,,,25,false,0,25,false,,0034W00002Dpog9QAB,,,,,,,,,37,FON-International Association,a104W00000G3d1EQAR,,155,609,,,,,159,,,,
a1D4W0000061v0IUAQ,0000001683,63,a1E4W00000DtYCyUAN,2014-08-03,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,BROMLEY,Caroline Perkins,United Kingdom,BR1 2QA,,45A  SUNDRIDGE AVENUE,,,0,false,0,0,false,,0034W00002Dpog9QAB,,,,,,,,,37,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,159,,,,
a1D4W0000061v0JUAQ,0000001684,64,a1E4W00000DtYCyUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,BROMLEY,Caroline Perkins,United Kingdom,BR1 2QA,,45A  SUNDRIDGE AVENUE,,,0,false,0,0,false,,0034W00002Dpog9QAB,,,,,,,,,37,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,159,,,,
a1D4W0000061v0KUAQ,0000001685,65,a1E4W00000DtYCzUAN,2016-01-20,true,a0o4W00000M5SknQAF,true,2016-06-30,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,150,BROMLEY,Estella Tucker,United Kingdom,BR1 4SB,,50B  HILLCREST ROAD,,,150,false,0,150,false,,0034W00002DpofVQAR,,,,,,,,,38,FON-International Association,a104W00000G3d1EQAR,,155,651,,,,,177,,,,
a1D4W0000061v0LUAQ,0000001686,66,a1E4W00000DtYCzUAN,2016-01-20,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,BROMLEY,Estella Tucker,United Kingdom,BR1 4SB,,50B  HILLCREST ROAD,,,0,false,0,0,false,,0034W00002DpofVQAR,,,,,,,,,38,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,177,,,,
a1D4W0000061v0MUAQ,0000001687,67,a1E4W00000DtYCzUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,BROMLEY,Estella Tucker,United Kingdom,BR1 4SB,,50B  HILLCREST ROAD,,,0,false,0,0,false,,0034W00002DpofVQAR,,,,,,,,,38,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,177,,,,
a1D4W0000061v0NUAQ,0000001688,68,a1E4W00000DtYD0UAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,a154W00000926SSQAY,Show off your association pride by sponsoring our annual conference at the bronze level.,5000,true,,1,5000,Chicago,Milton Pena,United States,60640,Illinois,1507 W Sunnyside Ave,,,5000,false,0,5000,false,,0034W00002Dpog3QAB,,,,,,,,,39,FON-International Association,a104W00000G3d1EQAR,,,684,,,,,239,,,,
a1D4W0000061v0OUAQ,0000001689,69,a1E4W00000DtYD1UAN,2015-06-20,true,a0o4W00000M5SknQAF,true,2015-06-30,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,25,Las Vegas,Mittie Castro,United States,89117,Nevada,3245 Rosanna St,,,25,false,0,25,false,,0034W00002Dpog4QAB,,,,,,,,,40,FON-International Association,a104W00000G3d1EQAR,,155,651,,,,,240,,,,
a1D4W0000061v0PUAQ,0000001690,70,a1E4W00000DtYD1UAN,2015-06-20,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Las Vegas,Mittie Castro,United States,89117,Nevada,3245 Rosanna St,,,0,false,0,0,false,,0034W00002Dpog4QAB,,,,,,,,,40,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,240,,,,
a1D4W0000061v0QUAQ,0000001691,71,a1E4W00000DtYD1UAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Las Vegas,Mittie Castro,United States,89117,Nevada,3245 Rosanna St,,,0,false,0,0,false,,0034W00002Dpog4QAB,,,,,,,,,40,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,240,,,,
a1D4W0000061v58UAA,0000001985,72,a1E4W00000DtYEJUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofKQAR,,,,,,,,,287,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,100,,,,
a1D4W0000061v59UAA,0000001986,73,a1E4W00000DtYEKUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RvQAI,Fonteva Stylus Pens (10),5,true,,1,5,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,,,5,false,0,5,false,,0034W00002DpofmQAB,,,,,,,,,288,FON-International Association,a104W00000G3d1EQAR,,152,605,,,,,139,,,,
a1D4W0000061v5AUAQ,0000001987,74,a1E4W00000DtYEKUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,,,0,false,0,0,false,,0034W00002DpofmQAB,,,,,,,,,288,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,139,,,,
a1D4W0000061v5BUAQ,0000001988,75,a1E4W00000DtYELUA3,2016-08-16,true,a0o4W00000M5SknQAF,true,2017-06-30,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,137.5,Las Vegas,Todd Hall,United States,89117,Nevada,3245 Rosanna St,,,137.5,false,0,137.5,false,,0034W00002Dpof5QAB,,,,,,,,,289,FON-International Association,a104W00000G3d1EQAR,,155,650,,,,,148,,,,
a1D4W0000061v5CUAQ,0000001989,76,a1E4W00000DtYELUA3,2016-08-16,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Las Vegas,Todd Hall,United States,89117,Nevada,3245 Rosanna St,,,0,false,0,0,false,,0034W00002Dpof5QAB,,,,,,,,,289,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,148,,,,
a1D4W0000061v5DUAQ,0000001990,77,a1E4W00000DtYELUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Las Vegas,Todd Hall,United States,89117,Nevada,3245 Rosanna St,,,0,false,0,0,false,,0034W00002Dpof5QAB,,,,,,,,,289,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,148,,,,
a1D4W0000061v5EUAQ,0000001991,78,a1E4W00000DtYEMUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,1,Luzern,Daniel Fields,Switzerland,,,Adligenswilerstrasse 39,,,1,false,0,1,false,,0034W00002DpofNQAR,,,,,,,,,290,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,103,,,,
a1D4W0000061v5FUAQ,0000001992,79,a1E4W00000DtYEMUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Luzern,Daniel Fields,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofNQAR,,,,,,,,,290,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,103,,,,
a1D4W0000061v5GUAQ,0000001993,80,a1E4W00000DtYENUA3,2015-01-16,true,a0o4W00000M5SknQAF,true,2015-06-30,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,75,Baltimore,Lucinda McKinney,United States,21218,Maryland,1500 Kingsway Road,,,75,false,0,75,false,,0034W00002DpoezQAB,,,,,,,,,291,FON-International Association,a104W00000G3d1EQAR,,155,650,,,,,74,,,,
a1D4W0000061v5HUAQ,0000001994,81,a1E4W00000DtYENUA3,2015-01-16,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Baltimore,Lucinda McKinney,United States,21218,Maryland,1500 Kingsway Road,,,0,false,0,0,false,,0034W00002DpoezQAB,,,,,,,,,291,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,74,,,,
a1D4W0000061v5IUAQ,0000001995,82,a1E4W00000DtYENUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Baltimore,Lucinda McKinney,United States,21218,Maryland,1500 Kingsway Road,,,0,false,0,0,false,,0034W00002DpoezQAB,,,,,,,,,291,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,74,,,,
a1D4W0000061v5JUAQ,0000001996,83,a1E4W00000DtYEOUA3,2016-07-27,true,a0o4W00000M5SknQAF,true,2017-06-30,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,300,Bern,Dustin Curtis,Switzerland,,,Schutzenmattstrasse 11,,,300,false,0,300,false,,0034W00002DpofgQAB,,,,,,,,,321,FON-International Association,a104W00000G3d1EQAR,,155,651,,,,,132,,,,
a1D4W0000061v5KUAQ,0000001997,84,a1E4W00000DtYEOUA3,2016-07-27,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Bern,Dustin Curtis,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofgQAB,,,,,,,,,321,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,132,,,,
a1D4W0000061v5LUAQ,0000001998,85,a1E4W00000DtYEOUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Bern,Dustin Curtis,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofgQAB,,,,,,,,,321,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,132,,,,
a1D4W0000061v5MUAQ,0000001999,86,a1E4W00000DtYEPUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RuQAI,Fonteva T-Shirt - Mens,15,true,,1,15,Stratford,Jim Neal,United States,6615,Connecticut,40 Macs Harbor Ct,,,15,false,0,15,false,,0034W00002DpofqQAB,,,,,,,,,322,FON-International Association,a104W00000G3d1EQAR,,152,606,,,,,201,,,,
a1D4W0000061v5NUAQ,0000002000,87,a1E4W00000DtYEPUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Stratford,Jim Neal,United States,6615,Connecticut,40 Macs Harbor Ct,,,0,false,0,0,false,,0034W00002DpofqQAB,,,,,,,,,322,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,201,,,,
a1D4W0000061v5OUAQ,0000002001,88,a1E4W00000DtYEQUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926QmQAI,Water Bottles,30,true,,1,30,Northeast,Myrtie Payne,United States,20017,Washington DC,3110 10th street,,,30,false,0,30,false,,0034W00002Dpof6QAB,,,,,,,,,323,FON-International Association,a104W00000G3d1EQAR,,152,690,,,,,149,,,,
a1D4W0000061v5PUAQ,0000002002,89,a1E4W00000DtYERUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Show off your association pride by sponsoring our annual conference at the gold level.,0,true,,1,10000,Arlington,Bob Kelley,United States,22201,Virginia,932 N Kenmore St,,,10000,false,0,10000,false,,0034W00002DpodbQAB,,,,,,,,,324,FON-International Association,a104W00000G3d1EQAR,,,,,,,,272,,,,
a1D4W0000061v5QUAQ,0000002005,90,a1E4W00000DtYESUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGgQAO,a154W00000926S5QAI,Homecoming Game Ticket,100,true,,1,100,Northeast,Aaron Marsh,United States,20017,District of Columbia,3110 10th street,,,100,false,0,100,false,,0034W00002DpofmQAB,,,,,,,,,325,FON-International Association,a104W00000G3d1EQAR,,147,419,,,,,139,,,,
a1D4W0000061vABUAY,0000002629,91,a1E4W00000DtYGcUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,BECKENHAM,Cory Shaw,United Kingdom,BR3 4NP,,32  ALLEN ROAD,,,0,false,0,0,false,,0034W00002DpogCQAR,,,,,,,,,87,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,162,,,,
a1D4W0000061vACUAY,0000002630,92,a1E4W00000DtYGcUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,BECKENHAM,Cory Shaw,United Kingdom,BR3 4NP,,32  ALLEN ROAD,,,0,false,0,0,false,,0034W00002DpogCQAR,,,,,,,,,87,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,162,,,,
a1D4W0000061vADUAY,0000002631,93,a1E4W00000DtYGdUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Los Gatos,Ola Erickson,United States,95033,California,24614 Miller Hill Rd,,,0,false,0,0,false,,0034W00002DpogWQAR,,,,,,,,,88,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,255,,,,
a1D4W0000061vAEUAY,0000002632,94,a1E4W00000DtYGdUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Los Gatos,Ola Erickson,United States,95033,California,24614 Miller Hill Rd,,,0,false,0,0,false,,0034W00002DpogWQAR,,,,,,,,,88,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,255,,,,
a1D4W0000061vAFUAY,0000002633,95,a1E4W00000DtYGeUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Los Gatos,Ola Erickson,United States,95033,California,24614 Miller Hill Rd,,,0,false,0,0,false,,0034W00002DpogWQAR,,,,,,,,,89,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,255,,,,
a1D4W0000061vAGUAY,0000002634,96,a1E4W00000DtYGeUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Los Gatos,Ola Erickson,United States,95033,California,24614 Miller Hill Rd,,,0,false,0,0,false,,0034W00002DpogWQAR,,,,,,,,,89,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,255,,,,
a1D4W0000061vAHUAY,0000002635,97,a1E4W00000DtYGfUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Bern,Barbara Francis,Switzerland,,,Zahringerstrasse 13A,,,0,false,0,0,false,,0034W00002DpofzQAB,,,,,,,,,90,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,211,,,,
